,id,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện Quản lý
5969,5969,,Nanobiomaterials,Vật liệu nano sinh học,VCNSHVTP
5970,5970,,Recombinant protein technology,Công nghệ protein tái tổ hợp,VCNSHVTP
5971,5971,,Practical course for Molecular Biology,Thí nghiệm chuyên ngành SHPT,VCNSHVTP
5972,5972,,Automatic Control in biotechnology,Điều khiển tự động trong CNSH,VCNSHVTP
5973,5973,,Undergraduate Research Opportunities Programme in Science,Tiếp cận nghiên cứu khoa học,VCNSHVTP
5974,5974,,Technology of biopestisides for plant protection,Công nghệ chế phẩm sinh học bảo vệ thực vật,VCNSHVTP
5975,5975,,Antibiotic fermentation,Công nghệ lên men các hợp chất kháng sinh,VCNSHVTP
5976,5976,,Technology of organic acids and solvents,Công nghệ sản xuất axit và dung môi hữu cơ,VCNSHVTP
5977,5977,,Microbial fertilizer technology,Công nghệ phân bón vi sinh,VCNSHVTP
5978,5978,,Engineer Intership,Thực tập kỹ sư,VCNSHVTP
5979,5979,,Engineer Thesis,Đồ án kỹ sư,VCNSHVTP
5980,5980,,Nuclear Experimental Data Processing,Xử lý dữ liệu thực nghiệm hạt nhân,VVLKT
5981,5981,,Digital Processing of Nuclear Signals,Xử lý số tín hiệu hạt nhân,VVLKT
5982,5982,,Nuclear Reactor Dynamics,Động học lò phản ứng hạt nhân,VVLKT
5983,5983,,Nuclear Safety,An toàn hạt nhân,VVLKT
5984,5984,,Nuclear Thermal-Hydraulics Engineering,Kỹ thuật thủy nhiệt hạt nhân,VVLKT
5985,5985,,Image Procesing in Industrial Radiography,Kỹ thuật xử lý hình ảnh trong chụp ảnh phóng xạ công nghiệp,VVLKT
5986,5986,,Radioactive and Radiation Environments,Môi trường bức xạ phóng xạ,VVLKT
5987,5987,,Engineering for Particle Accelerators,Kỹ thuật máy gia tốc,VVLKT
5988,5988,,Image Processing in Radiology,Xử lý ảnh điện quang y tế,VVLKT
5989,5989,,Techniques in Therapy,Kỹ thuật trong xạ trị ung thư,VVLKT
5990,5990,,Techniques in Nuclear Medicine,Kỹ thuật y học hạt nhân,VVLKT
5991,5991,,Introduction to Nuclear Power Plant,Công nghệ Nhà máy điện hạt nhân,VVLKT
5992,5992,,Two-phase Flows,Dòng hai pha,VVLKT
5993,5993,,RadioTherapy Instruments,Thiết bị trong xạ trị,VVLKT
5994,5994,,System Reliability Analysis,Phân tích độ tin cậy an toàn hệ thống,VVLKT
5995,5995,,Radiopharmaceutical and Internal Dosimetry,Dược chất phóng xạ và liều chiếu trong,VVLKT
5996,5996,,Micro-Controllers and Applications,Vi điều khiển và ứng dụng,VVLKT
5997,5997,,Ultrasound in Medicine,Siêu âm trong y tế,VVLKT
5998,5998,,Techniques in Radiology,Kỹ thuật điện quang y tế,VVLKT
5999,5999,,Atomic Energy Laws,Luật năng lượng nguyên tử,VVLKT
6000,6000,,Design Project,Đồ án thiết kế,VVLKT
6001,6001,,Engineer Intership,Thực tập tốt nghiệp,VVLKT
6002,6002,,Engineer Thesis,Đồ án tốt nghiệp kỹ sư,VVLKT
6003,6003,,Instrumentation for Nuclear Experiments,Thiết bị hạt nhân thực nghiệm,VVLKT
6004,6004,,Life cycle assessment,Đánh giá vòng đời sản phẩm,VKHVCNMT
6005,6005,,Appraisal and Assessment of Environmental Technologies,Thẩm định và đánh giá công nghệ Môi trường,VKHVCNMT
6006,6006,,Engineer Internship,Thực tập kỹ sư,VKHVCNMT
6007,6007,,Engineer Thesis,Đồ án kỹ sư,VKHVCNMT
6008,6008,,Pyrometallurgy,Hỏa luyện,KKHVCNVL
6009,6009,,Basic design for iron and steel factories,Cơ sở thiết kế nhà máy gang thép,KKHVCNVL
6010,6010,,Ferro-alloy production,Công nghệ luyện fero,KKHVCNVL
6011,6011,,Iron ore sintering and pelletizing,Thiêu kết và vê viên quặng,KKHVCNVL
6012,6012,,Electric furnace steelmaking,Luyện thép lò điện,KKHVCNVL
6013,6013,,Basic oxygen steelmaking,Luyện thép lò thổi,KKHVCNVL
6014,6014,,Mechanics of aterials,Cơ học vật liệu,KKHVCNVL
6015,6015,,Mechanics of fatigue and fracture,Cơ học mỏi và phá hủy,KKHVCNVL
6016,6016,,Numerical Simulation of materials forming optimization,Mô phỏng số tối ưu công nghệ tạo hình,KKHVCNVL
6017,6017,,Evaluation of mterials strength,Đánh giá độ bền vật liệu,KKHVCNVL
6018,6018,,Manufacturing and human resources management,Quản lý sản xuất và quản trị nhân lực,KKHVCNVL
6019,6019,,Project of materials forming workshop,Lập dự án xưởng tạo hình vật liệu,KKHVCNVL
6020,6020,,Alloying and modification,Hợp kim hóa và biến tính,KKHVCNVL
6021,6021,,Molding materials and mixtures,Vật liệu và hỗn hợp làm khuôn,KKHVCNVL
6022,6022,,Foundry equipments,Thiết bị đúc,KKHVCNVL
6023,6023,,Materials processing and manufacturing,Vật liệu tổ hợp,KKHVCNVL
6024,6024,,Special casting methods,Đúc đặc biệt,KKHVCNVL
6025,6025,,Workshop design,Lập dự án thiết kế xưởng đúc,KKHVCNVL
6026,6026,,Non-ferrous metals recycling,Tái sinh vật liệu kim loại màu,KKHVCNVL
6027,6027,EE4220,Pneumatic and hydraulic control systems,Hệ thống truyền động thuỷ lực và khí nén,KD
6028,6028,EE3288,Robot techniques,Kỹ thuật Robot,KD
6029,6029,"EE3510,EE4220",Electrical and Electronic System Design for Industrial Machines,Trang bị điện-điện tử các máy công nghiệp,KD
6030,6030,EE3280/EE3281/EE3282/EE3288/EE3289,Fundamental of fuzzy systems and neural networks,Cơ sở của hệ mờ và mạng nơ ron,KD
6031,6031,EE3280/EE3281/EE3282/EE3288/EE3289,Optimization and application for Control,Tối ưu hóa và ứng dụng trong điều khiển,KD
6032,6032,"PH1110,(EE3280/EE3281/EE3282/EE3288/EE3289)",Mechatronics control,Điều khiển hệ cơ điện tử,KD
6033,6033,EE3280/EE3281/EE3282/EE3288/EE3289,Nonlinear control,Điều khiển phi tuyến,KD
6034,6034,,Instrumentation Design,Thiết kế thiết bị đo,KD
6035,6035,,IoT Networks and Protocols,Mạng và các giao thức trong IoT,KD
6036,6036,,Electromagnetic compatibility,Tương thích điện từ (EMC),KD
6037,6037,,FPGA and applications,FPGA và ứng dụng,KD
6038,6038,EE3510,CNC Control System,Hệ thống điều khiển máy CNC,KD
6039,6039,"EE4220,EE3510",PLC and Motion Control,PLC trong điều khiển chuyển động,KD
6040,6040,EE4220,DCS & SCADA,DCS & SCADA,KD
6041,6041,,Biomedical Measurement,Đo lường y sinh,KD
6042,6042,,Smart building management systems,Hệ thống quản lý tòa nhà thông minh,KD
6043,6043,EE3280/EE3281/EE3288/EE3289,Deep neural network,Học sâu,KD
6044,6044,EE3280/EE3281/EE3282/EE3288/EE3289,Iterative learning control,Điều khiển học lặp,KD
6045,6045,"EE3140,(EE3280/EE3281/EE3282/EE3288/EE3289)",Renewable energy control system,Hệ thống điều khiển năng lượng tái tạo,KD
6046,6046,,Water Treatment Technology,Công nghệ xử lý nước thải,KD
6047,6047,,Waste Treatment Technologies,Công nghệ xử lý xử lý rác thải,KD
6048,6048,,Automation of cement plants,Tự động hóa nhà máy xi măng,KD
6049,6049,,SCADA of an electrical substation,SCADA cho trạm biến áp,KD
6050,6050,,Control and Instrumentation systems for Power Plant,Hệ thống đo lường điều khiển nhà máy điện,KD
6051,6051,,Environmental intrumentation and monitoring,Đo và giám sát môi trường,KD
6052,6052,,Emission monitoring system of thermal power plant,Hệ thống giám sát khí thải nhà máy nhiệt điện,KD
6053,6053,"EV3114,(EV3117/EV3113)",Solid Waste Management,Quản lý chất thải rắn,VKHVCNMT
6054,6054,EV3117/EV3113,Hazardous Waste Management,Quản lý chất thải nguy hại,VKHVCNMT
6055,6055,,Instrumentation and Automation in Environment Treatment,Dụng cụ và hệ thống TĐH đo trong xử lý môi trường,VKHVCNMT
6056,6056,"EV3111,EV3123,(EV4141/EV4112)",Advanced Practicum,Thực tập chuyên ngành (CNMT),VKHVCNMT
6057,6057,"EV3221,(EV3117/EV3113),(EV4141/EV4112)",Experiment on waste treatment technology I,Thí nghiệm xử lý chất thải I,VKHVCNMT
6058,6058,"EV3123,(EV4217/EV4218)/EV4216,(EV4141/EV4112)",Operation and Management of Waste-Treatment System,Quản lý và vận hành hệ thống xử lý chất thải,VKHVCNMT
6059,6059,,Selected Topics in environmental technology,Chuyên đề công nghệ môi trường,VKHVCNMT
6060,6060,"EV3114,EV3115",Biofuels from waste,Nhiên liệu sinh học từ chất thải,VKHVCNMT
6061,6061,,Graduation Project,Đồ án tốt nghiệp (KSTN CNTT K55),KCNTT
6062,6062,,Minerals Enrichment and Ore Treament Processes,Phương pháp xử lý và làm giàu quặng,KKHVCNVL
6063,6063,,Design Project,Đồ án thiết kế,KD
6064,6064,,Technology of chemical fiber production,Công nghệ sản xuất sợi hóa học,KCNDMVTT
6065,6065,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,KD
6066,6066,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,KD
6067,6067,,Cell biology,Sinh học tế bào,VCNSHVTP
6068,6068,,Immunology,Miễn dịch học,VCNSHVTP
6069,6069,,Biological techniques for waste-water treatment,Kỹ thuật sinh học xử lý nước thải,VCNSHVTP
6070,6070,,Gene modified food,Thực phẩm biến đổi gen,VCNSHVTP
6071,6071,,Functional food,Thực phẩm chức năng,VCNSHVTP
6072,6072,,Total quality management for food chain,Quản lý chất lượng toàn diện chuỗi cung ứng TP,VCNSHVTP
6073,6073,,Japanese 6,Tiếng Nhật 6,KCNTT
6074,6074,,Advanced technologies of steels and alloys making,Công nghệ tiên tiến sản xuất thép và hợp kim,KKHVCNVL
6075,6075,,Application of steels and alloys,"Ứng dụng gang, thép và hợp kim",KKHVCNVL
6076,6076,,Refractory materials,Vật liệu chịu lửa,KKHVCNVL
6077,6077,,Powder materials forming and composite,Công nghệ tạo hình vật liệu bột và compozit,KKHVCNVL
6078,6078,,Analysis of materials forming defects,Phân tích sai hỏng khi gia công tạo hình vật liệu,KKHVCNVL
6079,6079,,Nano-structured materials,Vật liệu cấu trúc nano,KKHVCNVL
6080,6080,,Data analysis of experiments,Xử lý số liệu thực nghiệm,KKHVCNVL
6081,6081,,Electron microscopy,Hiển vi điện tử,KKHVCNVL
6082,6082,,Energy Materials,Vật liệu năng lượng,KKHVCNVL
6083,6083,,Non-ferrous and Powder Metalluryg Equipments,Thiết bị luyện kim màu và luyện kim bột,KKHVCNVL
6084,6084,,Special Topics on Non-ferrous and Composite,Chuyên đề về Vật liệu KLM & Compozit,KKHVCNVL
6085,6085,,Powder and compozit materials,Công nghệ vật liệu bột và compozit,KKHVCNVL
6086,6086,,Advanced materials,Vật liệu có tính năng đặc biệt,KKHVCNVL
6087,6087,,Optoelectronics,Vật liệu quang điện,KKHVCNVL
6088,6088,,Corrosion and degradation of materials,Ăn mòn và suy biến vật liệu,KKHVCNVL
6089,6089,,Light weight metals and alloys,Kim loại và hợp kim nhẹ,KKHVCNVL
6090,6090,,Application of colloid and sol-gel systems in materials technology,Ứng dụng hệ keo và sol-gel trong CNVL,KKHVCNVL
6091,6091,,High - Temperature Deformation of Metals and Alloys,Biến dạng dẻo của kim loại và hợp kim ở nhiệt độ cao,KKHVCNVL
6092,6092,,Project of die design,ĐATK khuôn tạo hình,KKHVCNVL
6093,6093,,Technological design project of foundry,Đồ án thiết kế công nghệ đúc,KKHVCNVL
6094,6094,,Graduation Practicum,Thực tập tốt nghiệp,KKHVCNVL
6095,6095,,Design project of iron and steelmaking technology,Đồ án thiết kế công nghệ sản xuất gang và thép,KKHVCNVL
6096,6096,,Graduation Project,Đồ án tốt nghiệp,KKHVCNVL
6097,6097,,Design project,ĐATK Công nghệ,KKHVCNVL
6098,6098,,Technological design of non-ferrous and powder metallurgy,Đồ án thiết kế công nghệ luyện kim màu và luyện kim bột,KKHVCNVL
6099,6099,,Design project of heat and surface treatment technology,ĐATK Công nghệ nhiệt luyện và xử lý bề mặt,KKHVCNVL
6100,6100,,Power electronics,Điện tử công suất,KDTVT
6101,6101,,Computer Architecture,Kiến trúc máy tính,KDTVT
6102,6102,,Communication Networks,Mạng thông tin,KDTVT
6103,6103,,Microwave engineering,Kỹ thuật siêu cao tần,KDTVT
6104,6104,,Telecom Network Planning and Management,Quy hoạch và quản lý mạng viễn thông,KDTVT
6105,6105,,Optical Fiber Communication,Thông tin quang sợi,KDTVT
6106,6106,,Aeronautical communication network,Mạng thông tin hàng không,KDTVT
6107,6107,,Digital Image Processing,Xử lý ảnh số,KDTVT
6108,6108,,Computer graphics,Đồ họa máy tính,KDTVT
6109,6109,,Multimedia information systems,Hệ thống thông tin đa phương tiện,KDTVT
6110,6110,,Virtual reality and augmented reality,Thực tại ảo và thực tại tăng cường,KDTVT
6111,6111,,Audio signal processing,Xử lý tín hiệu âm thanh,KDTVT
6112,6112,,Health information system,Hệ thống thông tin y tế,KDTVT
6113,6113,,Diagnostic imaging technology II,Công nghệ chẩn đoán hình ảnh II,KDTVT
6114,6114,,Biomedical electronic intrumentation II,Thiết bị điện tử y sinh II,KDTVT
6115,6115,,Medical equipment management,Quản lý trang thiết bị y tế,KDTVT
6116,6116,,Radiation therapy and nuclear Medicine,Y học hạt nhân và kỹ thuật xạ trị,KDTVT
6117,6117,,Mobile Application programming,Lập trình ứng dụng di động,KDTVT
6118,6118,,Optimization of printing process Lab,Thí nghiệm tối ưu hóa quá trình in offset,KCNHH
6119,6119,,Printing plant layout and facility design,Thiết kế dây chuyền sản xuất trong nhà máy in,KCNHH
6120,6120,,Project: Printing plant layout and facility design,Đồ án thiết kế dây chuyền sản xuất,KCNHH
6121,6121,,Printing quality control,Kiểm soát chất lượng sản phẩm in,KCNHH
6122,6122,,Printing quality control Lab,Thí nghiệm kiểm soát chất lượng sản phẩm in,KCNHH
6123,6123,,3D printing,Kỹ thuật in 3D,KCNHH
6124,6124,,Packaging materials,Vật liệu bao bì,KCNHH
6125,6125,,Packaging Laws & Regulations,Các qui định về bao bì,KCNHH
6126,6126,,Food & Pharmaceutical Packaging,Bao bì thực phẩm - y tế,KCNHH
6127,6127,,Package quality,Kiểm soát chất lượng bao bì,KCNHH
6128,6128,,Package testing Lab,TN kiểm soát chất lượng bao bì,KCNHH
6129,6129,,Sustainable Packaging,Tính bền vững và môi trường trong CN bao bì,KCNHH
6130,6130,,Project: Package design and production,ĐA thiết kế SP và dây chuyền SX bao bì,KCNHH
6131,6131,,Color matching,Kỹ thuật pha màu,KCNHH
6132,6132,,Colour matching Lab,TN pha màu,KCNHH
6133,6133,,Ink manufacturing,Kỹ thuật sản xuất mực in,KCNHH
6134,6134,,Secure printing materials,Vật liệu in bảo mật,KCNHH
6135,6135,,Automation in Printing machine,Tự động hóa trong máy in,KCNHH
6136,6136,,Special printing Technique,Kỹ thuật in trên vật liệu đặc biệt,KCNHH
6137,6137,,Topic 1,Chuyên đề 1,KCNHH
6138,6138,,Topic 2,Chuyên đề 2,KCNHH
6139,6139,,Engineer Internship,Thực tập kỹ sư,KCNHH
6140,6140,,Engineer Thesis,Đồ án kỹ sư,KCNHH
6141,6141,,Digital media production and presentation engineering,Kỹ thuật lập trình nội dung số,KDTVT
6142,6142,,Modeling and Simulation,Mô hình mô phỏng,KTTD
6143,6143,,Advanced Database,Cơ sở dữ liệu nâng cao,KTTD
6144,6144,,Artificial Intelligence,Trí tuệ nhân tạo,KTTD
6145,6145,,Project,Đồ án thiết kế,KTTD
6146,6146,,Theory of Pattern Recognition,Lý thuyết nhận dạng,KTTD
6147,6147,,Dynamic Systems and Applications,Hệ động lực và ứng dụng,KTTD
6148,6148,,Advanced Numerical Methods,Phương pháp số hiện đại,KTTD
6149,6149,,Digital Image Processing,Xử lý ảnh số,KTTD
6150,6150,,Integral Transform of Convolution Type and Applications,Phép biến đổi tích phân kiểu tích chập và ứng dụng,KTTD
6151,6151,,Algebra Structure and Applications,Đại số ứng dụng,KTTD
6152,6152,,Data Mining,Khai phá dữ liệu,KTTD
6153,6153,,Engineer Internship,Thực tập kỹ sư,KTTD
6154,6154,,Engineer Thesis,Đồ án kỹ sư,KTTD
6155,6155,,Biomedical signal processing,Xử lý tín hiệu y sinh số,KDTVT
6156,6156,EM1100/EM3100,L’introduction au finance et à la monnaie,Lý thuyết tài chính tiền tệ/ L’introduction au finance et à la monnaie,KKTVQL
6157,6157,,Stage économie (4 semaines),Thực tập kinh tế/ Stage économie (4 semaines),KKTVQL
6158,6158,,Safety in Refinery and Petrochemical plant,An toàn nhà máy lọc hóa dầu,KCNHH
6159,6159,,Separation and Purification Techniques,Kỹ thuật tách và tinh chế,KCNHH
6160,6160,,Pharmaceutical Chemistry Lab II,Thí nghiệm chuyên ngành hóa dược II,KCNHH
6161,6161,,Pharmaceutical Chemical Process Design Project,Đồ án chuyên ngành Hóa dược,KCNHH
6162,6162,,Rubber Material Engineering,Kỹ thuật vật liệu cao su,KCNHH
6163,6163,,(Biodegradable Polymers),Polyme phân huỷ sinh học,KCNHH
6164,6164,,Electronic Commerce,Thương mại điện tử,KCNTT
6165,6165,,Graduation Thesis,Đồ án tốt nghiệp,KCNTT
6166,6166,,Graduation Thesis,Đồ án tốt nghiệp,KCNTT
6167,6167,,Bachelor Thesis,Bachelor Thesis,KCNTT
6168,6168,,Japanese 5,Tiếng Nhật 5,KCNTT
6169,6169,,Japanese 6,Tiếng Nhật 6,KCNTT
6170,6170,,Fundamentals of Vehicle Dynamics,Động lực học ô tô cơ bản,VCKDL
6171,6171,,Applied Informatics in Automotive Engineering,Ứng dụng máy tính trong kỹ thuật ô tô,VCKDL
6172,6172,,Fundamentals of Automotive Mechatronics,Cơ điện tử ô tô cơ bản,VCKDL
6173,6173,,Vehicle Testing,Thí nghiệm ô tô,VCKDL
6174,6174,,Automobile Design Project 1,Đồ án chuyên ngành ô tô 1,VCKDL
6175,6175,,Air Pollution from Automobile,Ô tô và ô nhiễm môi trường,VCKDL
6176,6176,,Control System in Automobile Engine,Hệ thống điều khiển động cơ ô tô,VCKDL
6177,6177,,Automobile Design Project 2,Đồ án chuyên ngành ô tô 2,VCKDL
6178,6178,,Applied Hydraulic Circuits,Mạch thủy lực ứng dụng,VCKDL
6179,6179,,Project I,Đồ án chuyên ngành I,VCKDL
6180,6180,,Project II,Đồ án chuyên ngành II,VCKDL
6181,6181,,Automobile Project 1,Chuyên đề ô tô 1,VCKDL
6182,6182,,Automotive Transmission,Truyền lực ô tô,VCKDL
6183,6183,,Management in Automotive Manufacturing,Quản lý sản xuất ô tô,VCKDL
6184,6184,,Automobile Project 2,Chuyên đề ô tô 2,VCKDL
6185,6185,,Renewable Energy Sources and Management,Năng lượng tái tạo và quản lý,VCKDL
6186,6186,,Conputer-Aided Design and Simulation of Modern Vehicle Propulsion System,Thiết kế và mô phỏng các nguồn động lực trên ô tô,VCKDL
6187,6187,,Engineer Internship,Thực tập kỹ sư (Ô tô 1),VCKDL
6188,6188,,Engineer Internship,Thực tập kỹ sư (Ô tô 2),VCKDL
6189,6189,,Engineer Internship,Thực tập kỹ sư (MTK),VCKDL
6190,6190,,Automotive Assembly and Manufacturing Technology,Công nghệ sản xuất và lắp ráp ô tô,VCKDL
6191,6191,,Computer-Aided Design and Simulation of Fluid Machinery,Thiết kế và mô phỏng máy thủy khí trên máy tính,VCKDL
6192,6192,,Engineer Thesis,Đồ án kỹ sư (Ô tô 1),VCKDL
6193,6193,,Engineer Thesis,Đồ án kỹ sư (Ô tô 2),VCKDL
6194,6194,,Engineer Thesis,Đồ án kỹ sư (MTK),VCKDL
6195,6195,,Ship strength,Sức bền tàu thủy,VCKDL
6196,6196,,Marine control systems,Hệ thống điều khiển chuyển động tàu thủy và phương tiện nổi,VCKDL
6197,6197,,Ship propulsion equipment,Thiết bị đẩy tàu thủy,VCKDL
6198,6198,,Common Ship design,Thiết kế tàu thông dụng,VCKDL
6199,6199,,Numerial modeling in ship engineering,Kỹ thuật mô phỏng số trong Kỹ thuật tàu thủy,VCKDL
6200,6200,,Ship dynamics,Động lực học tàu thủy,VCKDL
6201,6201,,High speed Ship design,Thiết kế tàu cao tốc,VCKDL
6202,6202,,Modeling and Simulation of Dynamic Systems,Mô hình hóa và mô phỏng các hệ thống động lực,VCKDL
6203,6203,,Ship research project,Chuyên đề nghiên cứu tàu thủy,VCKDL
6204,6204,IT3100,Business Intelligence Analytics,Phân tích nghiệp vụ thông minh,KCNTT
6205,6205,IT3120,Information Systems Integration,Tích hợp Hệ thống thông tin,KCNTT
6206,6206,IT3090,Data Integration,Tích hợp dữ liệu,KCNTT
6207,6207,,Computer Vision,Thị giác máy tính,KCNTT
6208,6208,,Information Systems Design Project,Đồ án thiết kế Hệ thống thông tin,KCNTT
6209,6209,,Communications Engineering for IoT,Các công nghệ truyền thông cho IoT,KCNTT
6210,6210,,IoT Security,An toàn thông tin cho IoT,KCNTT
6211,6211,IT3160,The Semantic Web,Web ngữ nghĩa,KCNTT
6212,6212,IT3011,Computer Vision,Thị giác máy tính,KCNTT
6213,6213,,Design Project of Hydraulic Systems,Đồ án thiết kế Máy thể tích,VCKDL
6214,6214,,Design Project of Turbomachine Systems,Đồ án thiết kế Máy cánh dẫn,VCKDL
6215,6215,,Resistance of water vehicles,Sức cản phương tiện thủy,VCKDL
6216,6216,,Apply advanced software in design and analysis vehicle structure,Ứng dụng tin học trong phân tích và thiết kế kết cấu,VCKDL
6217,6217,,Research project,Chuyên đề nghiên cứu,VCKDL
6218,6218,,Intelligent Control Systems for Water Vehicles,Hệ thống điều khiển thông minh cho phương tiện thủy,VCKDL
6219,6219,,Propulsive system for water vehicles,Hệ thống động lực phương tiện thủy,VCKDL
6220,6220,,Common Ship design,Thiết kế phương tiện thủy thông dụng,VCKDL
6221,6221,,Design project,Đồ án thiết kế,VCKDL
6222,6222,,Water vehicle strength,Sức bền phương tiện thủy,VCKDL
6223,6223,,Advanced Design for water Vehicles,Thiết kế phương tiện thủy nâng cao,VCKDL
6224,6224,,Unmanned Underwater/Surface Vehicles: Theory and Practice,Phương tiện thủy không người lái: lý thuyết và ứng dụng,VCKDL
6225,6225,,Numerial modeling in transportation engineering,Kỹ thuật mô phỏng số trong Cơ khí động lực,VCKDL
6226,6226,,Water vehicle hydrodynamics,Thủy động lực học phương tiện thủy,VCKDL
6227,6227,,Technical drawing of water vehicle,Vẽ kỹ thuật phương tiện thủy,VCKDL
6228,6228,,Fluid Dynamics,Thủy khí động lực học,VCKDL
6229,6229,,Engineer Internship,Thực tập kỹ sư (TT),VCKDL
6230,6230,,Engineer Thesis,Đồ án kỹ sư (TT),VCKDL
6231,6231,,Equipment for Petrochemical Refineries,Thiết bị nhà máy lọc hóa dầu,KCNHH
6232,6232,,Process Simulation of Refinery & Gas Processing,Mô phỏng nhà máy lọc hóa dầu,KCNHH
6233,6233,,Petrochemical Lab II,Thí nghiệm chuyên ngành Hóa dầu II,KCNHH
6234,6234,,Petrochemical Process Design Project,Đồ án chuyên ngành Hóa dầu,KCNHH
6235,6235,,Graduation Practicum,Thực tập tốt nghiệp,KCNHH
6236,6236,,English 3,Tiếng anh 3,KNN
6237,6237,,Engineering Mechanics I,Cơ học kỹ thuật I,KCK
6238,6238,,English 4,Tiếng anh 4,KNN
6239,6239,,Theory of Machine and Mechanism,Nguyễn lý máy,KCK
6240,6240,,English 5,Tiếng anh 5,KNN
6241,6241,,Network Analysis II,Mạch tuyến tính II,KD
6242,6242,,Introductory Electrical Engineering Laboratory I,Thí nghiệm mạch tuyến tính I,KD
6243,6243,,Industrial Control Systems,Hệ thống điều khiển công nghiệp,KD
6244,6244,,Signals & Systems,Tín hiệu và hệ thống,KD
6245,6245,,Network Analysis I,Mạch tuyến tính I,KD
6246,6246,,Digital Data Communication II,Thông tin số II,KD
6247,6247,,Power system analysis,Phân tích Hệ thống điện,KD
6248,6248,,Simulation and Concept Design,Mô phỏng và khái niệm thiết kế,KCNHH
6249,6249,,Chemistry of Natural Products,Hóa hợp chất thiên nhiên,KCNHH
6250,6250,,Seminar,Seminar,KCNHH
6251,6251,,Structure-activity relationship,Tương quan giữa cấu trúc và hoạt tính,KCNHH
6252,6252,,Isolation and Purification Techniques,Kỹ thuật tách và tinh chế,KCNHH
6253,6253,,Pharmaceutical Chemistry I,Hoá dược I,KCNHH
6254,6254,,Advanced Organic Synthesis of Medicinal Compounds,Tổng hợp hóa dược nâng cao,KCNHH
6255,6255,,Pharmaceutical Chemistry II,Hoá dược II,KCNHH
6256,6256,,Pharmaceutical Chemistry Lab I,Thí nghiệm hóa dược I,KCNHH
6257,6257,,Research Project,Đồ án nghiên cứu,KCNHH
6258,6258,,Drug Design and Development,Nghiên cứu và phát triển thuốc,KCNHH
6259,6259,,Pharmaceutical Chemistry Lab II,Thí nghiệm hoá dược II,KCNHH
6260,6260,,Quality Management in Pharmaceutical and Food Industry,Quản lý chất lượng trong công nghiệp dược phẩm và thực phẩm,VCNSHVTP
6261,6261,,Fragrances and Cosmetics,Hương liệu và mỹ phẩm,KCNHH
6262,6262,,Engineering practicum,Thực tập kỹ thuật,KCNHH
6263,6263,,Bachelor Thesis,Đồ án tốt nghiệp Cử nhân,KCNHH
6264,6264,,Measurement Techniques and Automated Control Theory in Food Technology,Kỹ thuật đo lường và lý thuyết ĐKTĐ trong CNTP,VCNSHVTP
6265,6265,,Biochemistry Lab,Thí nghiệm hóa sinh,VCNSHVTP
6266,6266,,General Microbiology,Vi sinh vật đại cương,VCNSHVTP
6267,6267,,Microbiology Lab,Thí nghiệm vi sinh vật thực phẩm,VCNSHVTP
6268,6268,,Food Physic,Vật lý học thực phẩm,VCNSHVTP
6269,6269,,Food Quality Analysis,Phương pháp đánh giá chất lượng thực phẩm,VCNSHVTP
6270,6270,,Nutrition,Dinh dưỡng,VCNSHVTP
6271,6271,,Food safety,An toàn thực phẩm,VCNSHVTP
6272,6272,,Enzyme in Food Technology,Enzym trong công nghệ thực phẩm,VCNSHVTP
6273,6273,,Food Packaging,Bao bì thực phẩm,VCNSHVTP
6274,6274,,Food Microbiology and Preservation,Vi sinh vật thực phẩm và bảo quản sau thu hoạch,VCNSHVTP
6275,6275,,Waste management in Food Industry,Quản lý chất thải trong công nghiệp thực phẩm,VCNSHVTP
6276,6276,,Sensory Analysis of Food,Kỹ thuật phân tích cảm quan thực phẩm,VCNSHVTP
6277,6277,,Food rapid Analysis,Phân tích nhanh thực phẩm,VCNSHVTP
6278,6278,,Quality Management System,Hệ thống quản lý chất lượng TP,VCNSHVTP
6279,6279,,Food Marketing,Marketing thực phẩm,VCNSHVTP
6280,6280,,Project in Food Technology,Đồ án CNTP,VCNSHVTP
6281,6281,,Technical Intership,Thực tập kỹ thuật,VCNSHVTP
6282,6282,,Bachelor Thesis,Đồ án tốt nghiệp,VCNSHVTP
6283,6283,,Rolling and Drawing Technology,Công nghệ cán kéo,KCK
6284,6284,,Automatic welding process,Tự động hóa quá trình hàn,KCK
6285,6285,,Design of Heating Systems,Đồ án thiết kế HT và TB nhiệt,VKHVCNNL
6286,6286,,Design of Refrigerating/Air conditioning Systems,Đồ án thiết kế HT lạnh/ĐHKK,VKHVCNNL
6287,6287,,Methods for Materials Characterization,Các phương pháp phân tích đặc tính vật liệu,KCNHH
6288,6288,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Khoa học máy tính),KCNTT
6289,6289,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Kỹ thuật máy tính),KCNTT
6290,6290,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (Khoa học dữ liệu và Trí tuệ nhân tạo),KCNTT
6291,6291,,Bachelor of Science Research Project,Đồ án nghiên cứu Cử nhân (KT Điện tử - Viễn thông),KDTVT
