,Unnamed: 0_x,id,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Trọng số,Unnamed: 0_y,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện Quản lý
5572,5572,5572,EE4064,Đồ án thiết kế,3(0-0-6-6),3.0,6,0.5,5572,"EE3810,EE3820",Design project,Đồ án thiết kế,KD
5573,5573,5573,EE4564,Máy điện nâng cao,2(2-1-0-4),2.0,3,0.5,5573,,Advanced electric machines,Máy điện nâng cao,KD
5574,5574,5574,EE4565,Thiết bị đóng cắt hiện đại,2(2-1-0-4),2.0,3,0.5,5574,EE3425/EE3426,Modern electric switchgear,Thiết bị đóng cắt hiện đại,KD
5575,5575,5575,EE4461,Tích hợp các nguồn năng lượng mới,2(2-1-0-4),2.0,3,0.7,5575,EE3101/EE5071,Integration of Renewable Energy Sources,Tích hợp các nguồn năng lượng mới,KD
5576,5576,5576,EE4128,Tối ưu hoá chế độ hệ thống điện,2(2-1-0-4),2.0,3,0.7,5576,EE4010,Power system optimization,Tối ưu hoá chế độ hệ thống điện,KD
5577,5577,5577,EE4018,Tự động hoá HTĐ,3(3-1-0-6),3.0,4,0.7,5577,EE4042/EE4062,Power system automation,Tự động hoá HTĐ,KD
5578,5578,5578,EE4460,Thị trường điện,2(2-1-0-4),2.0,3,0.7,5578,EE4010,Electricity market,Thị trường điện,KD
5579,5579,5579,EE4314,Quy hoạch phát triển hệ thống điện,2(2-1-0-4),2.0,3,0.7,5579,EE4010,Power system planning,Quy hoạch phát triển hệ thống điện,KD
5580,5580,5580,EE5232,SCADA trong hệ thống điện,2(2-0-0-4),2.0,2,0.7,5580,"(EE4062/EE4042),EE4010",SCADA in power systems,SCADA trong hệ thống điện,KD
5581,5581,5581,EE4463,Phân tích các dự án năng lượng,2(2-1-0-4),2.0,3,0.7,5581,,Feasibility study of renewable energy projects,Phân tích các dự án năng lượng,KD
5582,5582,5582,EE4464,Quản lý phụ tải (DSM),2(2-1-0-4),2.0,3,0.7,5582,,Demand Side Management,Quản lý phụ tải (DSM),KD
5583,5583,5583,EE4465,Các hệ thống cung cấp điện CN và dân dụng,3(3-1-0-6),3.0,4,0.7,5583,EE3425/EE3426,Design of industrial and commercial power systems,Các hệ thống cung cấp điện CN và dân dụng,KD
5584,5584,5584,EE4466,Lưới điện thông minh,2(2-1-0-4),2.0,3,0.7,5584,EE3425/EE3426,Smart grids,Lưới điện thông minh,KD
5585,5585,5585,EE4566,Tối ưu hóa máy điện,2(2-1-0-4),2.0,3,0.5,5585,,Optimization of electric machines,Tối ưu hóa máy điện,KD
5586,5586,5586,EE4672,Kiểm toán năng lượng,2(2-1-0-4),2.0,3,0.5,5586,,Energy Audit,Kiểm toán năng lượng,KD
5587,5587,5587,EE4567,Kỹ thuật tích trữ năng lượng,2(2-1-0-4),2.0,3,0.5,5587,,Energy storage,Kỹ thuật tích trữ năng lượng,KD
5588,5588,5588,TEX5241,Thiết kế vải dệt thoi,2(2-1-0-4),2.0,3,0.7,5588,,Woven fabric design,Thiết kế vải dệt thoi,KCNDMVTT
5589,5589,5589,TEX5321,Cấu trúc vải dệt kim phức tạp,2(2-1-0-4),2.0,3,0.7,5589,,Structure of complex knitted fabric,Cấu trúc vải dệt kim phức tạp,KCNDMVTT
5590,5590,5590,TEX5251,Kỹ thuật dệt kim định hình,2(2-1-0-4),2.0,3,0.7,5590,,Shape knitting techniques,Kỹ thuật dệt kim định hình,KCNDMVTT
5591,5591,5591,TEX5261,Thực hành dệt 2,2(0-0-4-4),2.0,6,0.5,5591,,Textile practice 2,Thực hành dệt 2,KCNDMVTT
5592,5592,5592,TEX5271,Đồ án công nghệ dệt thoi,3(0-0-6-6),3.0,6,0.5,5592,,Weaving technology thesis,Đồ án công nghệ dệt thoi,KCNDMVTT
5593,5593,5593,TEX5281,Đồ án công nghệ dệt kim,3(0-0-6-6),3.0,6,0.5,5593,,Knitting technological project,Đồ án công nghệ dệt kim,KCNDMVTT
5594,5594,5594,TEX5221,Tin học ứng dụng trong công nghệ dệt,2(2-1-0-4),2.0,3,0.7,5594,,Applied informatics in textile industry,Tin học ứng dụng trong công nghệ dệt,KCNDMVTT
5595,5595,5595,TEX5153,Quá trình và thiết bị công nghệ hóa dệt,2(2-1-0-4),2.0,3,0.6,5595,,Transport Phenomena in Textile Chemical Processing,Quá trình và thiết bị công nghệ hóa dệt,KCNDMVTT
5596,5596,5596,TEX5173,Thiết kế nhà máy nhuộm – In hoa – Hoàn tất sản phẩm dệt,3(3-1-0-6),3.0,4.5,0.7,5596,,Design of Textile Dyeing-Printing-Finishing Factory,Thiết kế nhà máy nhuộm – In hoa – Hoàn tất sản phẩm dệt,KCNDMVTT
5597,5597,5597,TEX5183,Đồ án Vật liệu và công nghệ Hóa dệt,3(0-0-6-6),3.0,6,0.5,5597,,Textile Material and Chemical Technology Project,Đồ án Vật liệu và công nghệ Hóa dệt,KCNDMVTT
5598,5598,5598,TEX5193,Phân tích thành phần hoá học vật liệu dệt may,3(2-0-2-6),3.0,5,0.6,5598,,Chemical Testing of Textile,Phân tích thành phần hoá học vật liệu dệt may,KCNDMVTT
5599,5599,5599,TEX5134,Tin học ứng dụng trong thiết kế giầy,3(0-0-6-6),3.0,9,0.7,5599,,Applied Informatics in Footwear Design,Tin học ứng dụng trong thiết kế giầy,KCNDMVTT
5600,5600,5600,TEX5154,Tạo mẫu sản phẩm da giầy,2(1-2-0-4),2.0,3,0.7,5600,,Fashion Design of Footwear and Leather Goods,Tạo mẫu sản phẩm da giầy,KCNDMVTT
5601,5601,5601,TEX5144,Đồ án phát triển sản phẩm da giầy,3(0-0-6-6),3.0,6,0.5,5601,,Project of Designing and Developing Footwear and Leather Goods,Đồ án phát triển sản phẩm da giầy,KCNDMVTT
5602,5602,5602,TEX5331,Bông phế và ứng dụng,2(2-0-0-4),2.0,2,0.7,5602,,Waste in spinning mills and applications,Bông phế và ứng dụng,KCNDMVTT
5603,5603,5603,TEX5301,Thiết kế công nghệ dệt và sản xuất sản phẩm dệt kim,2(2-0-0-4),2.0,2,0.7,5603,,Design and production of knitted garments,Thiết kế công nghệ dệt và sản xuất sản phẩm dệt kim,KCNDMVTT
5604,5604,5604,TEX5311,Máy dệt kim,2(2-0-0-4),2.0,2,0.7,5604,,Knitting machines,Máy dệt kim,KCNDMVTT
5605,5605,5605,TEX5203,Công nghệ hoàn tất vật liệu và sản phẩm dệt may đặc biệt,2(2-0-0-4),2.0,2,0.7,5605,,Finishing technology for special textile,Công nghệ hoàn tất vật liệu và sản phẩm dệt may đặc biệt,KCNDMVTT
5606,5606,5606,TEX5213,Cơ sở hoá học vật liệu dệt,2(2-0-0-4),2.0,2,0.7,5606,,Chemistry of Textile Materials,Cơ sở hoá học vật liệu dệt,KCNDMVTT
5607,5607,5607,TEX5223,Vật liệu dệt kỹ thuật cơ bản,2(2-0-0-4),2.0,2,0.7,5607,,Technical Textile Materials,Vật liệu dệt kỹ thuật cơ bản,KCNDMVTT
5608,5608,5608,TEX5233,Chất trợ hóa học ngành dệt,2(2-0-0-4),2.0,2,0.7,5608,,Textile Chemical Auxiliaries,Chất trợ hóa học ngành dệt,KCNDMVTT
5609,5609,5609,CH5405,Hóa học và Công nghệ đất hiếm,2(2-1-0-4),2.0,3,0.7,5609,,Chemistry and technology of rare earth materials,Hóa học và Công nghệ đất hiếm,KCNHH
5610,5610,5610,CH5406,Hóa học vật liệu nano,2(2-1-0-4),2.0,3,0.7,5610,,Chemistry of nano materials,Hóa học vật liệu nano,KCNHH
5611,5611,5611,CH5407,Màng phủ vô cơ,2(2-1-0-4),2.0,3,0.7,5611,,Inorganic coating,Màng phủ vô cơ,KCNHH
5612,5612,5612,MSE5611,Ăn mòn và bảo vệ vật liệu,2(2-1-0-4),2.0,3,0.7,5612,,Corrosion and Protection of Materials,Ăn mòn và bảo vệ vật liệu,KKHVCNVL
5613,5613,5613,CH5307,Ăn mòn và bảo vệ vật liệu trong môi trường khí quyển,2(2-1-0-4),2.0,3,0.7,5613,,Atmospheric Corrosion,Ăn mòn và bảo vệ vật liệu trong môi trường khí quyển,KCNHH
5614,5614,5614,MSE5610,An toàn công nghiệp và KT môi trường,3(3-0-0-6),3.0,3,0.7,5614,,Industrial Safety and Envinronmental engineering,An toàn công nghiệp và KT môi trường,KKHVCNVL
5615,5615,5615,MI5020,An toàn máy tính,3(3-1-0-6),3.0,4,0.7,5615,,Computer Security,An toàn máy tính,KTTD
5616,5616,5616,CH5360,Anh văn KHKT,2(2-1-0-4),2.0,3,0.7,5616,,Technical English,Anh văn KHKT,KCNHH
5617,5617,5617,CH5364,AutoCAD cho thiết kế xây dựng nhà máy silicat,2(2-1-0-4),2.0,3,0.7,5617,,AutoCAD for designing of silicate factories,AutoCAD cho thiết kế xây dựng nhà máy silicat,KCNHH
5618,5618,5618,EE4231,Bảo dưỡng công nghiệp,2(2-1-0-4),2.0,3,0.5,5618,"EE3140,(EE3245/EE3426)",Industrial Maintenance,Bảo dưỡng công nghiệp,KD
5619,5619,5619,CH5560,Bảo vệ môi trường trong công nghiệp giấy,2(2-1-0-4),2.0,3,0.7,5619,,Environmental protection in pulp and paper industry,Bảo vệ môi trường trong công nghiệp giấy,KCNHH
5620,5620,5620,EE4061,Bảo vệ và điều khiển HTĐ II,3(3-1-0-6),3.0,4,0.7,5620,,Power System Protection and Control II,Bảo vệ và điều khiển HTĐ II,KD
5621,5621,5621,MSE4371,"Biến tính, tinh luyện và khử khí cho hợp kim nhôm",2(2-0-1-4),2.0,3.5,0.7,5621,MSE3320,"Modification, Fining, and Degassing in Aluminium Alloys Production","Biến tính, tinh luyện và khử khí cho hợp kim nhôm",KKHVCNVL
5622,5622,5622,CH5655,Bơm – Quạt – Máy nén,2(2-1-0-4),2.0,3,0.7,5622,,Pump - Fan - Compressor,Bơm – Quạt – Máy nén,KCNHH
5623,5623,5623,HE4411,Bơm nhiệt và ứng dụng của bơm nhiệt,2(2-0-0-4),2.0,2,0.7,5623,,Heat pumps and their Application,Bơm nhiệt và ứng dụng của bơm nhiệt,VKHVCNNL
5624,5624,5624,TE4490,Bơm quạt cánh dẫn II,2(2-0-1-4),2.0,3.5,0.7,5624,TE3420,Turbomachines II,Bơm quạt cánh dẫn II,VCKDL
5625,5625,5625,MI5040,Các mô hình ngẫu nhiên và ứng dụng,3(3-1-0-6),3.0,4,0.7,5625,,Stochastic Models and Applications,Các mô hình ngẫu nhiên và ứng dụng,KTTD
5626,5626,5626,EE5071,Các nguồn năng lượng tái tạo,2(2-0-0-4),2.0,2,0.7,5626,,Renewable Energy Sources,Các nguồn năng lượng tái tạo,KD
5627,5627,5627,ME4213,Các phương pháp gia công phi truyền thống,2(2-1-0-4),2.0,3,0.7,5627,ME4212,Non traditional Processing methods,Các phương pháp gia công phi truyền thống,KCK
5628,5628,5628,EV5125,Các quá trình xử lý nitơ và phốt pho trong nước thải,2(2-1-0-4),2.0,3,0.6,5628,"EV3118,EV3106,EV3105,EV3107",Nitrogen and Phosphorus Removal in Waste Water,Các quá trình xử lý nitơ và phốt pho trong nước thải,VKHVCNMT
5629,5629,5629,TEX5021,Cấu trúc sợi,2(2-0-0-4),2.0,2,0.7,5629,,Structure of Yarns,Cấu trúc sợi,KCNDMVTT
5630,5630,5630,HE4305,Cấu trúc và sức bền thiết bị tua bin,2(2-0-0-4),2.0,2,0.7,5630,,Turbine structure and its durability,Cấu trúc và sức bền thiết bị tua bin,VKHVCNNL
5631,5631,5631,TEX5041,Cấu trúc vải dệt kim,2(2-0-1-4),2.0,3.5,0.7,5631,,Structure of Knitted Fabrics,Cấu trúc vải dệt kim,KCNDMVTT
5632,5632,5632,TEX5031,Thiết kế vải dệt thoi,2(2-0-1-4),2.0,3.5,0.7,5632,,Design of Woven Fabrics,Thiết kế vải dệt thoi,KCNDMVTT
5633,5633,5633,TE5610,Chân vịt tàu thủy,2(2-1-0-4),2.0,3,0.7,5633,TE3610,Ship propellers,Chân vịt tàu thủy,VCKDL
5634,5634,5634,CH5401,Chất màu vô cơ công nghiệp,2(2-1-0-4),2.0,3,0.7,5634,,Inorganic pigment materials for industry,Chất màu vô cơ công nghiệp,KCNHH
5635,5635,5635,EV5124,Chỉ thị và chỉ số chất lượng môi trường,2(2-0-0-4),2.0,2,0.7,5635,"EV3211,(EV3117/EV3113)",Environmental quality indices,Chỉ thị và chỉ số chất lượng môi trường,VKHVCNMT
5636,5636,5636,TEX5931,Thực tập kỹ sư,3(0-0-6-12),3.0,7.5,0.5,5636,,Engineer Internship,Thực tập kỹ sư,KCNDMVTT
5637,5637,5637,TEX5941,Đồ án kỹ sư,9(0-18-0-36),9.0,22.5,0.5,5637,,Engineer Thesis,Đồ án kỹ sư,KCNDMVTT
5638,5638,5638,TEX5951,Thực tập kỹ sư,3(0-0-6-12),3.0,7.5,0.5,5638,,Engineer Internship,Thực tập kỹ sư,KCNDMVTT
5639,5639,5639,TEX5961,Đồ án kỹ sư,9(0-18-0-36),9.0,22.5,0.5,5639,,Engineer Thesis,Đồ án kỹ sư,KCNDMVTT
5640,5640,5640,TEX5933,Thực tập kỹ sư,3(0-0-6-12),3.0,7.5,0.5,5640,,Engineer Internship,Thực tập kỹ sư,KCNDMVTT
5641,5641,5641,TEX5943,Đồ án kỹ sư,9(0-18-0-36),9.0,22.5,0.5,5641,,Engineer Thesis,Đồ án kỹ sư,KCNDMVTT
5642,5642,5642,TEX5934,Thực tập kỹ sư,3(0-0-6-12),3.0,7.5,0.5,5642,,Engineer Internship,Thực tập kỹ sư,KCNDMVTT
5643,5643,5643,TEX5944,Đồ án kỹ sư,9(0-18-0-36),9.0,22.5,0.5,5643,,Engineer Thesis,Đồ án kỹ sư,KCNDMVTT
5644,5644,5644,CLE1311,Elementary English 1,(3-1-0-8),0.0,0,1.0,5644,,Elementary English 1,Elementary English 1,TTNNHT
5645,5645,5645,CLE1312,Elementary English 2,(3-1-0-8),0.0,0,1.0,5645,,Elementary English 2,Elementary English 2,TTNNHT
5646,5646,5646,CLE2311,Pre-Intermediate English 1,(3-1-0-8),0.0,0,1.0,5646,,Pre-Intermediate English 1,Pre-Intermediate English 1,TTNNHT
5647,5647,5647,CLE2312,Pre-Intermediate English 2,(3-1-0-8),0.0,0,1.0,5647,,Pre-Intermediate English 2,Pre-Intermediate English 2,TTNNHT
5648,5648,5648,CLE3401,Intermediate English 1,(4-0-0-8),0.0,0,1.0,5648,,Intermediate English 1,Intermediate English 1,TTNNHT
5649,5649,5649,CLE3402,Intermediate English 2,(4-0-0-8),0.0,0,1.0,5649,,Intermediate English 2,Intermediate English 2,TTNNHT
5650,5650,5650,CLE4401,IELTS Preparation 1,(4-0-0-8),0.0,0,1.0,5650,,IELTS Preparation 1,IELTS Preparation 1,TTNNHT
5651,5651,5651,PH4330,Hệ quang học và thiết kế hệ quang,3(2-1-1-6),3.0,4.5,0.7,5651,,Optic System and Design,Hệ quang học và thiết kế hệ quang,VVLKT
5652,5652,5652,PH3201,Quang điện tử và thông tin quang sợi,3(2-1-1-6),3.0,4.5,0.7,5652,,Optoelectronics and Fiber Optic Communication,Quang điện tử và thông tin quang sợi,VVLKT
5653,5653,5653,PH4691,Hiển thị màn hình phẳng,2(2-0-0-4),2.0,2,0.7,5653,,Electronic Display Engineering,Hiển thị màn hình phẳng,VVLKT
5654,5654,5654,PH4340,Linh kiện quang điện tử và ứng dụng,2(2-0-1-4),2.0,3.5,0.7,5654,,Optoelectronic Devices and Application,Linh kiện quang điện tử và ứng dụng,VVLKT
5655,5655,5655,PH4121,Mô phỏng linh kiện và công nghệ bán dẫn,3(2-1-1-6),3.0,4.5,0.7,5655,,Semiconductor Devices & Process Simulation,Mô phỏng linh kiện và công nghệ bán dẫn,VVLKT
5656,5656,5656,PH4350,Robot và điều khiển,3(2-1-1-6),3.0,4.5,0.7,5656,,Robotics and Automatic,Robot và điều khiển,VVLKT
5657,5657,5657,PH4360,Tín hiệu và hệ thống,2(2-0-0-4),2.0,2,0.7,5657,,Signals and Systems,Tín hiệu và hệ thống,VVLKT
5658,5658,5658,PH4041,Vật lý và kỹ thuật màng mỏng,3(2-1-1-6),3.0,4.5,0.7,5658,,Physics and Technology of Thin Film,Vật lý và kỹ thuật màng mỏng,VVLKT
5659,5659,5659,PH4101,Công nghệ và linh kiện MEMS/NEMS,3(2-1-1-6),3.0,4.5,0.7,5659,,MEMS/NEMS,Công nghệ và linh kiện MEMS/NEMS,VVLKT
5660,5660,5660,PH4091,Chế tạo và xử lý các cấu trúc nano,2(2-0-1-4),2.0,3.5,0.7,5660,,Nanofabrication and Processing,Chế tạo và xử lý các cấu trúc nano,VVLKT
5661,5661,5661,PH4370,Vật lý nano y sinh,2(2-0-1-4),2.0,3.5,0.7,5661,,Nanobiophysics,Vật lý nano y sinh,VVLKT
5662,5662,5662,PH4721,Qui hoạch thực nghiệm vật lý,3(3-0-0-6),3.0,3,0.7,5662,,Design of Physical Experiments,Qui hoạch thực nghiệm vật lý,VVLKT
5663,5663,5663,PH4990,Đồ án thiết kế,3(0-0-6-6),3.0,6,0.5,5663,,Design Project,Đồ án thiết kế,VVLKT
5664,5664,5664,EE4274,Kỹ thuật điều khiển xe điện,2(2-1-0-4),2.0,3,0.7,5664,,Control of Electric Vehicles,Kỹ thuật điều khiển xe điện,KD
5665,5665,5665,EE5201,Đồ án tốt nghiệp kỹ sư,9(0-0-18-36),9.0,22.5,0.5,5665,,Engineer thesis,Đồ án tốt nghiệp kỹ sư,KD
5666,5666,5666,MSE5413,Vật liệu Ceramic,2(2-0-1-4),2.0,3.5,0.7,5666,,Ceramic materials,Vật liệu Ceramic,KKHVCNVL
5667,5667,5667,MSE5414,"Luyện kim loại quý, hiếm",2(2-1-0-4),2.0,3,0.7,5667,,Extractive metallurgy of rare & precious metals,"Luyện kim loại quý, hiếm",KKHVCNVL
5668,5668,5668,MSE5415,Luyện kim loại đất hiếm,2(2-1-0-4),2.0,3,0.7,5668,,Extractive metallurgy of rare earths,Luyện kim loại đất hiếm,KKHVCNVL
5669,5669,5669,MSE5416,KT Điện hóa trong VL,2(2-1-0-4),2.0,3,0.7,5669,,Electrochemistry for materials technology,KT Điện hóa trong VL,KKHVCNVL
5670,5670,5670,MSE5417,Công nghệ chế tạo hợp kim màu,2(2-0-1-4),2.0,3.5,0.7,5670,,Processing of non-ferrous alloys,Công nghệ chế tạo hợp kim màu,KKHVCNVL
5671,5671,5671,MSE5418,Động học các phản ứng luyện kim,2(2-1-0-4),2.0,3,0.7,5671,,Kinetics of metallurgical reactions,Động học các phản ứng luyện kim,KKHVCNVL
5672,5672,5672,MSE5512,Thiết kế lựa chọn vật liệu,3(3-0-0-4),3.0,3,0.7,5672,,Materials design,Thiết kế lựa chọn vật liệu,KKHVCNVL
5673,5673,5673,MSE5513,Vật liệu chức năng,2(2-1-0-4),2.0,3,0.7,5673,,Functional materials,Vật liệu chức năng,KKHVCNVL
5674,5674,5674,MSE5514,Các phương pháp phân tích tổ chức và cấu trúc,3(3-0-0-6),3.0,3,0.7,5674,,Characterization methods of materials structure,Các phương pháp phân tích tổ chức và cấu trúc,KKHVCNVL
5675,5675,5675,MSE5515,Kỹ thuật màng mỏng,3(3-0-0-6),3.0,3,0.7,5675,,Thin film engineering,Kỹ thuật màng mỏng,KKHVCNVL
5676,5676,5676,MSE5516,Thiết kế công nghệ nhiệt luyện,3(2-1-1-4),3.0,4.5,0.7,5676,,Design of heat treatment process,Thiết kế công nghệ nhiệt luyện,KKHVCNVL
5677,5677,5677,MSE5600,Công nghệ hợp kim đặc biệt và triển vọng,2(2-0-0-4),2.0,2,0.7,5677,,Technology of advanced casting alloys and prospect,Công nghệ hợp kim đặc biệt và triển vọng,KKHVCNVL
5678,5678,5678,MSE5601,Cơ học vật liệu nano,2(2-0-0-4),2.0,2,0.7,5678,,Mechanics of nanomaterials,Cơ học vật liệu nano,KKHVCNVL
5679,5679,5679,MSE5602,Vật liệu thông minh,2(2-1-0-4),2.0,3,0.7,5679,,Smart materials,Vật liệu thông minh,KKHVCNVL
5680,5680,5680,MSE5522,Lý thuyết độ bền,2(2-1-0-4),2.0,3,0.7,5680,,Strengthening theory of materials,Lý thuyết độ bền,KKHVCNVL
5681,5681,5681,MSE5223,Vật liệu và Công nghệ in 3D,2(2-0-1-4),2.0,3.5,0.7,5681,,Materials and 3D printing technology,Vật liệu và Công nghệ in 3D,KKHVCNVL
5682,5682,5682,MSE5603,Công nghệ điện hóa trong vật liệu,2(2-0-0-4),2.0,2,0.7,5682,,Electrochemical processing of materials,Công nghệ điện hóa trong vật liệu,KKHVCNVL
5683,5683,5683,EV5235,Truyền thông môi trường,2(2-0-0-4),2.0,2,0.7,5683,,Environmental Communication,Truyền thông môi trường,VKHVCNMT
5684,5684,5684,CH4758,Máy in offset và bảo dưỡng,3(3-0-1-6),3.0,4.5,0.7,5684,,Printing machinery maintenance and service,Máy in offset và bảo dưỡng,KCNHH
5685,5685,5685,CH5710,Kỹ thuật in offset nâng cao,2(2-1-0-4),2.0,3,0.7,5685,,Advanced offset printing,Kỹ thuật in offset nâng cao,KCNHH
5686,5686,5686,CH5267,Công nghệ hoá học polyme blend,2(2-0-0-4),2.0,2,0.7,5686,,(Chemistry of Polymer Blend Technology),Công nghệ hoá học polyme blend,KCNHH
5687,5687,5687,CH5266,Đồ án chuyên ngành Polyme,3(0-0-6-6),3.0,6,0.5,5687,,(Polymer Engineering Design Project),Đồ án chuyên ngành Polyme,KCNHH
5688,5688,5688,CH5561,Hóa học sinh khối,2(2-1-0-4),2.0,3,0.7,5688,,Biomass Chemistry,Hóa học sinh khối,KCNHH
5689,5689,5689,CH5562,Công nghệ hóa chất và vật liệu mới từ sinh khối,2(2-1-0-4),2.0,3,0.7,5689,,New Biomass-Based Chemicals and Materials Technology,Công nghệ hóa chất và vật liệu mới từ sinh khối,KCNHH
5690,5690,5690,CH5563,Công nghệ tái chế giấy,2(2-1-0-4),2.0,3,0.7,5690,,Paper Recycling Technology,Công nghệ tái chế giấy,KCNHH
5691,5691,5691,CH5569,Thiết bị sản xuất bột giấy và giấy,2(2-1-0-4),2.0,3,0.7,5691,,Pulping and Papermaking Equipment,Thiết bị sản xuất bột giấy và giấy,KCNHH
5692,5692,5692,CH5565,Kiểm soát chất lượng sản phẩm bột giấy và giấy,2(2-1-0-4),2.0,3,0.7,5692,,Quality Control in Pulp and Paper Processing,Kiểm soát chất lượng sản phẩm bột giấy và giấy,KCNHH
5693,5693,5693,CH5568,Thí nghiệm công nghệ bột giấy và giấy,2(0-0-4-4),2.0,6,0.7,5693,,Pulp and Paper Lab,Thí nghiệm công nghệ bột giấy và giấy,KCNHH
5694,5694,5694,CH5566,Xử lý và tận dụng chất thải công nghiệp giấy,2(2-1-0-4),2.0,3,0.7,5694,,Treatment and Utilization of Pulp and Paper Industry Waste,Xử lý và tận dụng chất thải công nghiệp giấy,KCNHH
5695,5695,5695,CH5567,Đồ án thiết kế nhà máy sản xuất bột giấy và giấy,3(0-0-6-6),3.0,6,0.5,5695,,Pulp and Paper Mill Design Project,Đồ án thiết kế nhà máy sản xuất bột giấy và giấy,KCNHH
5696,5696,5696,CH5412,Công nghệ axit,2(2-1-0-4),2.0,3,0.7,5696,,Acid Technology,Công nghệ axit,KCNHH
5697,5697,5697,CH5312,Thí nghiệm chuyên ngành điện hóa,2(0-0-4-4),2.0,6,0.7,5697,CH4150=/CH4131=,Electrochemical Engineering Lab,Thí nghiệm chuyên ngành điện hóa,KCNHH
5698,5698,5698,CH5369,Công nghệ các chất kết dính vô cơ II,2(2-0-0-4),2.0,2,0.7,5698,CH4196/CH5352,Inorganic Binders Technology II,Công nghệ các chất kết dính vô cơ II,KCNHH
5699,5699,5699,CH5370,Công nghệ thuỷ tinh II,2(2-0-0-4),2.0,2,0.7,5699,CH4200/CH5354,Glass Technology II,Công nghệ thuỷ tinh II,KCNHH
5700,5700,5700,CH5365,Thí nghiệm các chất kết dính vô cơ,1(0-0-2-2),1.0,3,0.7,5700,CH4196/CH5352,Inorganic Binders Lab,Thí nghiệm các chất kết dính vô cơ,KCNHH
5701,5701,5701,CH5366,Thí nghiệm gốm sứ,1(0-0-2-2),1.0,3,0.7,5701,CH4198/CH5353,Ceramics Lab,Thí nghiệm gốm sứ,KCNHH
5702,5702,5702,CH5367,Thí nghiệm thuỷ tinh,1(0-0-2-2),1.0,3,0.7,5702,CH4200/CH5354,Glass Lab,Thí nghiệm thuỷ tinh,KCNHH
5703,5703,5703,CH5368,Thí nghiệm vật liệu chịu lửa,1(0-0-2-2),1.0,3,0.7,5703,CH5355,Refractory materials lab,Thí nghiệm vật liệu chịu lửa,KCNHH
5704,5704,5704,CH5508,Công nghệ màng,2(2-1-0-4),2.0,3,0.7,5704,,Membrane Technology,Công nghệ màng,KCNHH
5705,5705,5705,CH5509,Chuyên đề quá trình thiết bị,2(2-1-0-4),2.0,3,0.7,5705,,Special Project of Chemical Processes,Chuyên đề quá trình thiết bị,KCNHH
5706,5706,5706,CH5268,Hoá học polyme,2(2-1-0-4),2.0,3,0.7,5706,,Fundamentals of Polymer Chemistry,Hoá học polyme,KCNHH
5707,5707,5707,CH5269,Hoá lý polyme,2(2-1-0-4),2.0,3,0.7,5707,,Polymer physical chemistry,Hoá lý polyme,KCNHH
5708,5708,5708,CH5413,Thí nghiệm chuyên ngành công nghệ vô cơ,3(0-0-6-6),3.0,9,0.7,5708,,Inorganic Chemical Engineering Lab,Thí nghiệm chuyên ngành công nghệ vô cơ,KCNHH
5709,5709,5709,TE3031E,Các nguồn năng lượng tái tạo và quản lý,3(3-0-0-6),3.0,3,0.7,5709,,Renewable Energy Sources and Management,Các nguồn năng lượng tái tạo và quản lý,VCKDL
5710,5710,5710,TE2030E,Động học máy,3(3-0-1-6),3.0,4.5,0.7,5710,,Kinematics of Machines,Động học máy,VCKDL
5711,5711,5711,CH3006E,Hóa lý,3(3-1-0-6),3.0,4,0.7,5711,,Physical Chemistry,Hóa lý,KCNHH
5712,5712,5712,CH3330E,Hóa phân tích,3(3-1-0-6),3.0,4,0.7,5712,,Analytical Chemistry,Hóa phân tích,KCNHH
5713,5713,5713,CH2043E,Truyền nhiệt và Chuyển khối,3(3-1-0-6),3.0,4,0.7,5713,,Heat and Mass Transfer,Truyền nhiệt và Chuyển khối,KCNHH
5714,5714,5714,CH2014E,Hoá sinh đại cương,3(3-0-0-6),3.0,3,0.7,5714,,General Biochemistry,Hoá sinh đại cương,KCNHH
5715,5715,5715,CH4510E,Hoá dược đại cương,2(2-1-0-4),2.0,3,0.7,5715,,General Pharmaceutical Chemistry,Hoá dược đại cương,KCNHH
5716,5716,5716,CH4602E,Các nguyên lý về kỹ thuật quá trình,2(2-1-0-4),2.0,3,0.7,5716,,Principles of Process Engineering,Các nguyên lý về kỹ thuật quá trình,KCNHH
5717,5717,5717,BF2572E,Kỹ thuật các Quá trình trong CNTP II,3(2-1-1-6),3.0,4.5,0.7,5717,,Processes in Food engineering II,Kỹ thuật các Quá trình trong CNTP II,VCNSHVTP
5718,5718,5718,BF3525E,Quản lý chất lượng trong công nghiệp thực phẩm,3(3-0-0-6),3.0,3,0.7,5718,,Quality management in Food Industry,Quản lý chất lượng trong công nghiệp thực phẩm,VCNSHVTP
5719,5719,5719,BF3507E,Hoá sinh,4(4-0-0-8),4.0,4,0.7,5719,,Biochemistry,Hoá sinh,VCNSHVTP
5720,5720,5720,BF3513E,Công nghệ thực phẩm đại cương,3(3-0-0-6),3.0,3,0.7,5720,,General Food Technology,Công nghệ thực phẩm đại cương,VCNSHVTP
