,id,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Trọng số
5831,5831,MIL1220,Công tác quốc phòng và an ninh,0(2-0-0-4),0,2,0.6
5832,5832,MIL1230,Quân sự chung,0(1-0-1-4),0,2,0.6
5833,5833,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,0(0-0-4-8),0,4,0.6
5834,5834,MSE4999E,Đồ án tốt nghiệp,6(0-0-12-12),6,15,0.5
5835,5835,MIL1210Q,Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam,0(3-0-0-6),0,3,0.6
5836,5836,MSE2025,Phương pháp tính toán vật liệu,2(2-1-0-4),2,3,0.7
5837,5837,MSE3027,Công nghệ tạo hình vật liệu,2(2-1-0-4),2,3,0.7
5838,5838,MSE3028,Luyện kim vật lý,2(2-1-0-4),2,3,0.7
5839,5839,MSE3407,Nhiệt động học vật liệu,3(3-0-0-6),3,3,0.7
5840,5840,MSE4407,Vật liệu thông minh,2(2-0-0-4),2,2,0.7
5841,5841,MSE4408,Vật liệu cấu trúc nano,2(2-0-0-4),2,2,0.7
5842,5842,MSE4117,Thiết kế hợp kim kỹ thuật,2(2-0-0-4),2,2,0.7
5843,5843,MSE4118,Vật liệu composite,2(2-0-0-4),2,2,0.7
5844,5844,MSE4652,Vật liệu chức năng,2(2-0-0-4),2,2,0.7
5845,5845,MSE4653,Mô phỏng cấp độ nguyên tử,2(2-0-0-4),2,2,0.7
5846,5846,MSE4654,Thiết bị điện tử trạng thái rắn,2(2-0-0-4),2,2,0.7
5847,5847,MSE4656,Công nghệ bề mặt và màng mỏng,2(2-0-0-4),2,2,0.7
5848,5848,MSE4095E,Thực tập kỹ thuật,2(0-0-4-4),2,2,0.5
5849,5849,MSE3207,Công nghệ vật liệu,3(3-0-0-6),3,3,0.7
5850,5850,MSE3417,Hóa học vật liệu,2(2-0-0-4),2,2,0.7
5851,5851,MSE4015,Gia công kim loại,2(2-0-0-4),2,2,0.7
5852,5852,MSE4651E,Vật liệu vô định hình,2(2-1-0-4),2,3,0.7
5853,5853,MSE3161E,Tính năng vật liệu trong các môi trường đặc biệt,2(2-0-0-4),2,2,0.7
5854,5854,MSE4655,Gốm tiên tiến,2(2-0-0-4),2,2,0.7
5855,5855,MSE4657,Công nghệ vật liệu y sinh nano,2(2-0-0-4),2,2,0.7
5856,5856,MSE4658,Sen-sơ và thiết bị na-nô,2(2-0-0-4),2,2,0.7
5857,5857,MSE4659,Công nghệ các bon nano,2(2-0-0-4),2,2,0.7
5858,5858,MSE3151E,Coong nghệ vật liệu tiên tiến,2(2-0-0-4),2,2,0.7
5859,5859,MI3131E,Toán kinh tế,2(2-1-0-4),2,3,0.7
5860,5860,EM2105E,Kỹ thuật nghiệp vụ ngoại thương,2(2-1-0-4),2,3,0.7
5861,5861,EM4412E,Quản trị chất lượng,2(2-1-0-4),2,3,0.7
5862,5862,EM4424E,"Mô phỏng hệ thống sản xuất, dịch vụ",3(3-1-0-6),3,4,0.7
5863,5863,EM4430E,Quản trị đổi mới,3(3-1-0-6),3,4,0.7
5864,5864,EM4435E,Quản trị dự án,3(3-1-0-6),3,4,0.7
5865,5865,EM4444E,Mô hình tối ưu,3(3-1-0-6),3,4,0.7
5866,5866,EM4446E,Cải tiến năng suất (BTL),3(2-2-0-6),3,4,0.7
5867,5867,EM4431E,Quản trị Logistics,3(2-2-0-6),3,4,0.7
5868,5868,EM3443E,Quản lý dự trữ và kho hàng (BTL),3(2-2-0-6),3,4,0.7
5869,5869,EM4210E,Khởi sự kinh doanh,3(2-2-0-6),3,4,0.7
5870,5870,EM4317E,Marketing dịch vụ,2(2-1-0-4),2,3,0.7
5871,5871,EM4410E,Sản xuất tinh gọn,2(2-1-0-4),2,3,0.7
5872,5872,EM4419E,Hệ thống sản xuất tích hợp máy tính,3(3-1-0-6),3,4,0.7
5873,5873,EM4420E,Quản lý bảo trì công nghiệp,2(2-1-0-4),2,3,0.7
5874,5874,EM4423E,Thiết kế hệ thống sản xuất,2(2-1-0-4),2,3,0.7
5875,5875,EM4429E,Quản trị mua sắm,2(2-1-0-4),2,3,0.7
5876,5876,EM4434E,Kỹ thuật ra quyết định đa biến,2(2-1-0-4),2,3,0.7
5877,5877,EM4445E,Quản lý vận tải,2(2-1-0-4),2,3,0.7
5878,5878,EM4447E,Quản lý vận hành dịch vụ,3(3-1-0-6),3,4,0.7
5879,5879,EM4453E,Chuyên đề nghiên cứu,2(0-0-4-8),2,6,0.7
5880,5880,EM4201E,Quan hệ lao động,(1-1-2-6),3,5,0.7
5881,5881,EM4454E,Chuyên đề 1,2(0-0-4-8),2,6,0.7
5882,5882,EM4457E,Lập kế hoạch và điều độ sản xuất (BTL),3(2-2-0-6),3,4,0.7
5883,5883,IT4012,Bảo mật thông tin,2(2-0-0-4),2,2,0.7
5884,5884,IT4132E,System Program,2(2-0-0-4),2,2,0.7
5885,5885,IT4262E,Network Security,2(2-0-0-4),2,2,0.7
5886,5886,IT4152E,Network Software Architecture,2(2-0-0-4),2,2,0.7
5887,5887,IT4652E,Internetworking,2(2-0-0-4),2,2,0.7
5888,5888,IT4362E,Knowledge Engineering,2(2-0-0-4),2,2,0.7
5889,5889,IT4212E,Realtime System,2(2-0-0-4),2,2,0.7
5890,5890,IT4542E,Management of Software Development,2(2-0-0-4),2,2,0.7
5891,5891,IT5022E,Graduation Research 2,3(0-0-6-6),3,7.5,0.5
5892,5892,MSE3081,An toàn lao động,2(2-0-0-4),2,2,0.7
5893,5893,MSE2210,Khoáng vật và tuyển khoáng,3(3-1-0-6),3,4,0.7
5894,5894,MSE2310,Cơ sở Kỹ thuật đúc,3(3-0-0-6),3,3,0.7
5895,5895,MSE3121,Nguyên nhiên liệu luyện kim,3(2-1-1-6),3,4.5,0.7
5896,5896,MSE3211,Thủy luyện & điện phân,3(3-0-1-6),3,4.5,0.7
5897,5897,MSE3221,Đồ án thiết kế công nghệ và thiết bị luyện kim màu nặng,2(0-4-0-4),2,4,0.7
5898,5898,MSE3231,Luyện kim loại màu nặng,3(3-0-1-6),3,4.5,0.7
5899,5899,MSE3310,Vật liệu và công nghệ khuôn cát,3(3-0-0-6),3,3,0.7
5900,5900,MSE3320,Hợp kim đúc,3(3-0-1-6),3,4.5,0.7
5901,5901,MSE3410,Lý thuyết cán dọc,3(2-2-0-6),3,4,0.7
5902,5902,EE4568,Máy điện trong năng lượng tái tạo,2(2-1-0-4),2,3,0.5
5903,5903,EE4572,Bảo trì dự báo,2(2-1-0-4),2,3,0.5
5904,5904,EE4571,"Giám sát, chuẩn đoán sự cố trong TBĐ",2(2-1-0-4),2,3,0.5
5905,5905,EE4573,Đánh giá tuổi thọ và độ tin cậy của TBĐ,2(2-1-0-4),2,3,0.5
5906,5906,EE4467,Phân tích độ tin cậy,2(2-1-0-4),2,3,0.7
5907,5907,EE5160,Vận hành nhà máy điện,2(2-0-0-4),2,2,0.7
5908,5908,EE4462,Nhà máy điện gió và mặt trời,2(2-1-0-4),2,3,0.7
5909,5909,EE5001,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,0.5
5910,5910,EE5002,Đồ án tốt nghiệp,9(0-0-18-36),9,22.5,0.5
5911,5911,EV5131,Thiết kế hệ thống xử lý chất thải,2(2-1-0-4),2,3,0.65
5912,5912,EV5132,Xử lý chất thải hữu cơ bằng kỹ thuật nhiệt,2(2-1-0-4),2,3,0.6
5913,5913,EV5133,Kỹ thuật công trình xử lý chất thải,2(2-1-0-4),2,3,0.65
5914,5914,EV5190,Đồ án thiết kế - CNMT,3(0-6-0-6),3,6,0.5
5915,5915,EV5230,Quản lý chất lượng nước,2(2-1-0-4),2,3,0.7
5916,5916,EV5231,Quản lý chất lượng đất,2(2-1-0-4),2,3,0.7
5917,5917,EV5290,Đồ án thiết kế - QLMT,3(0-6-0-6),3,6,0.5
5918,5918,EV5137,Ứng dụng phương pháp dữ liệu đánh giá biến đổi hệ sinh thái,2(2-1-0-4),2,3,0.6
5919,5919,EV5136,Chuyên đề kỹ thuật xử lý chất thải,2(2-0-0-4),2,2,0.7
5920,5920,EV5135,Công nghệ xử lý SO2 trong khí thải,2(2-1-0-4),2,3,0.65
5921,5921,EV5134,Quản lý hóa chất trong công nghiệp,2(2-0-0-4),2,2,0.5
5922,5922,EV5232,Thống kê môi trường,2(2-0-0-4),2,2,0.7
5923,5923,BF5701,Cơ sở lập dự án và thiết kế nhà máy,4(3-2-0-8),4,5,0.7
5924,5924,BF5525,Tối ưu hóa quá trình trong CNSH-CNTP,2(2-1-0-4),2,3,0.7
5925,5925,BF5517,Kỹ thuật điều chỉnh vi khí hậu trong CNTP,2(2-0-0-4),2,2,0.7
5926,5926,BF5542,An toàn lao động và vệ sinh công nghiệp,2(2-0-0-4),2,2,0.7
5927,5927,BF5516,Xu hướng phát triển thực phẩm,2(2-1-0-4),2,3,0.7
5928,5928,BF5577,Đồ án chuyên ngành CNTP (Thiết kế),3(0-6-0-6),3,6,0.5
5929,5929,BF5512,Công nghệ sản phẩm lên men và đồ uống,3(3-0-1-6),3,4.5,0.7
5930,5930,BF5513,Công nghệ sản phẩm giàu gluxit (Đường/Ngũ cốc/Bánh kẹo/Rau quả),3(3-0-1-6),3,4.5,0.7
5931,5931,BF5514,Công nghệ sản phẩm giàu protein/ lipid (CN Thịt/Thủy sản/Sữa/ dầu béo),3(3-0-1-6),3,4.5,0.7
5932,5932,BF5515,Công nghệ sản phẩm nhiệt đới (chè/caphe cacao/chất thơm/thuốc lá),3(3-0-1-6),3,4.5,0.7
5933,5933,BF5523,Thiết kế đảm bảo vệ sinh trong CNTP,2(1-2-0-4),2,3,0.7
5934,5934,BF5688,Quản lý nguy cơ và an toàn thực phẩm,3(3-1-0-4),3,4,0.7
5935,5935,BF5521,Đồ án QLCL,3(0-6-0-6),3,6,0.5
5936,5936,BF5522,Phương pháp phân tích nhanh chất lượng TP,3(3-0-1-6),3,4.5,0.7
5937,5937,BF5527,Kiểm định nguồn gốc TP,2(2-0-1-4),2,3.5,0.7
5938,5938,BF5524,Tin học ứng dụng trong QLCL,2(2-1-0-4),2,3,0.7
5939,5939,BF5535,Trang thiết bị điện cho Máy thực phẩm,2(2-0-0-4),2,2,0.7
5940,5940,BF5531,Đồ án chuyên ngành II,3(0-6-0-6),3,6,0.5
5941,5941,BF5526,Quản lý chất lượng toàn diện chuỗi cung ứng TP,3(2-2-0-6),3,4,0.7
5942,5942,BF5518,Kiểm định qui trình đảm bảo vệ sinh trong sản xuất thực phẩm,2(2-1-0-4),2,3,0.7
5943,5943,BF5543,Ứng dụng tin học trong thiết kế máy và thiết bị thực phẩm,2(2-1-0-4),2,3,0.7
5944,5944,BF5532,Thiết kế các máy gia công cơ trong sản xuất thực phẩm,3(3-1-0-6),3,4,0.7
5945,5945,BF5533,Thiết kế thiết bị truyền nhiệt chuyển khối trong sản xuất thực phẩm,4(3-1-1-8),4,5.5,0.7
5946,5946,BF5534,Tích hợp hệ thống tự động điều khiển quá trình công nghệ,3(2-1-1-6),3,4.5,0.7
5947,5947,BF5536,Cơ cấu chấp hành tự động thủy – khí,2(2-1-0-4),2,3,0.7
5948,5948,BF5537,"Máy vận chuyển, định lượng và bao gói sản phẩm",2(2-1-0-4),2,3,0.7
5949,5949,BF5538,Thiết kế hệ thống Bơm quạt máy nén,2(2-1-0-4),2,3,0.7
5950,5950,BF5539,Thiết kế hệ thống lạnh và điều hòa Không Khí,2(2-1-0-4),2,3,0.7
5951,5951,BF5541,Thiết kế hệ thống sấy các sản phẩm thực phẩm,2(2-1-0-4),2,3,0.7
5952,5952,BF5581,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,0.7
5953,5953,BF5582,Đồ án Tốt nghiệp,9(0-0-18-36),9,22.5,0.7
5954,5954,BF5702,Đồ án thiết kế 1 – CNSHMT,3(0-6-0-6),3,6,0.5
5955,5955,BF5703,Kỹ thuật sinh học xử lý chất thải rắn,2(1-2-0-4),2,3,0.7
5956,5956,BF5704,Kỹ thuật sinh học xử lý nước thải,2(1-2-0-4),2,3,0.7
5957,5957,BF5707,Đồ án thiết kế 2 – CNSHTP,3(0-6-0-6),3,6,0.5
5958,5958,BF5708,Thí nghiệm chuyên ngành CNSHTP,2(0-0-2-4),2,6,0.7
5959,5959,BF5709,Đồ án thiết kế 3 – CNSHCN,3(0-6-0-6),3,6,0.5
5960,5960,BF5705,Công nghệ chế phẩm sinh học bảo vệ môi trường,2(2-0-0-4),2,2,0.7
5961,5961,BF5706,Thí nghiệm chuyên ngành CNSHMT,2(0-0-2-4),2,6,0.7
5962,5962,BF5711,Công nghệ chế phẩm vi sinh vật,2(2-0-0-4),2,2,0.7
5963,5963,BF5712,Công nghệ axit amin,2(2-0-0-4),2,2,0.7
5964,5964,BF5713,Công nghệ chế phẩm enzyme,2(2-0-0-4),2,2,0.7
5965,5965,BF5714,Thí nghiệm chuyên ngành CNSHCN,2(0-0-2-4),2,6,0.7
5966,5966,BF5715,Đồ án thiết kế 4 – SHPT&TB,3(0-6-0-6),3,6,0.5
5967,5967,BF5716,Công nghệ vắc xin,2(2-0-0-4),2,2,0.7
5968,5968,BF5717,Công nghệ chế tạo sinh phẩm chẩn đoán,2(2-0-0-4),2,2,0.7
5969,5969,BF5722,Vật liệu nano sinh học,2(2-0-0-4),2,2,0.7
5970,5970,BF5718,Công nghệ protein tái tổ hợp,2(2-0-0-4),2,2,0.7
5971,5971,BF5719,Thí nghiệm chuyên ngành SHPT,2(0-0-2-4),2,6,0.7
5972,5972,BF5721,Điều khiển tự động trong CNSH,2(2-1-0-4),2,3,0.7
5973,5973,BF5727,Tiếp cận nghiên cứu khoa học,3(3-0-0-6),3,3,0.7
5974,5974,BF5723,Công nghệ chế phẩm sinh học bảo vệ thực vật,2(2-0-0-4),2,2,0.7
5975,5975,BF5724,Công nghệ lên men các hợp chất kháng sinh,2(2-0-0-4),2,2,0.7
5976,5976,BF5725,Công nghệ sản xuất axit và dung môi hữu cơ,2(2-0-0-4),2,2,0.7
5977,5977,BF5726,Công nghệ phân bón vi sinh,2(1-1-0-4),2,2,0.7
5978,5978,BF5781,Thực tập kỹ sư,3(0-0-6-6),3,7.5,0.5
5979,5979,BF5782,Đồ án kỹ sư,9(0-0-18-36),9,22.5,0.5
5980,5980,NE4308,Xử lý dữ liệu thực nghiệm hạt nhân,2(1-2-0-4),2,3,0.7
5981,5981,NE5107,Xử lý số tín hiệu hạt nhân,2(1-1-1-4),2,3.5,0.7
5982,5982,NE5301,Động học lò phản ứng hạt nhân,2(1-2-0-4),2,3,0.7
5983,5983,NE5302,An toàn hạt nhân,2(2-0-0-4),2,2,0.7
5984,5984,NE5321,Kỹ thuật thủy nhiệt hạt nhân,2(1-2-0-4),2,3,0.7
5985,5985,NE4307,Kỹ thuật xử lý hình ảnh trong chụp ảnh phóng xạ công nghiệp,2(2-0-0-4),2,2,0.7
5986,5986,NE5206,Môi trường bức xạ phóng xạ,2(2-0-0-4),2,2,0.7
5987,5987,NE5002,Kỹ thuật máy gia tốc,2(2-0-0-4),2,2,0.7
5988,5988,NE5401,Xử lý ảnh điện quang y tế,2(2-0-0-4),2,2,0.7
5989,5989,NE5403,Kỹ thuật trong xạ trị ung thư,2(2-0-0-4),2,2,0.7
5990,5990,NE5404,Kỹ thuật y học hạt nhân,2(2-0-0-4),2,2,0.7
5991,5991,NE4116,Công nghệ Nhà máy điện hạt nhân,2(2-0-0-4),2,2,0.7
5992,5992,NE4309,Dòng hai pha,2(2-0-0-4),2,2,0.7
5993,5993,NE4407,Thiết bị trong xạ trị,2(2-0-0-4),2,2,0.7
5994,5994,NE4105,Phân tích độ tin cậy an toàn hệ thống,2(2-0-0-4),2,2,0.7
5995,5995,NE5406,Dược chất phóng xạ và liều chiếu trong,2(2-0-0-4),2,2,0.7
5996,5996,NE5004,Vi điều khiển và ứng dụng,2(1-2-0-4),2,3,0.7
5997,5997,NE5405,Siêu âm trong y tế,2(2-0-0-4),2,2,0.7
5998,5998,NE5402,Kỹ thuật điện quang y tế,2(2-0-0-4),2,2,0.7
5999,5999,NE5001,Luật năng lượng nguyên tử,2(2-0-0-4),2,2,0.7
6000,6000,NE5500,Đồ án thiết kế,3(0-0-6-6),3,6,0.7
6001,6001,NE5510,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,0.5
6002,6002,NE5550,Đồ án tốt nghiệp kỹ sư,9(0-0-18-36),9,22.5,0.5
6003,6003,NE5007,Thiết bị hạt nhân thực nghiệm,2(1-2-0-4),2,3,0.7
6004,6004,EV5233,Đánh giá vòng đời sản phẩm,2(2-1-0-4),2,3,0.6
6005,6005,EV5234,Thẩm định và đánh giá công nghệ Môi trường,2(2-1-0-4),2,3,0.6
6006,6006,EV5901,Thực tập kỹ sư,3(0-0-6-12),3,7.5,0.5
6007,6007,EV5902,Đồ án kỹ sư,9(0-0-18-36),9,22.5,0.5
6008,6008,MSE5100,Hỏa luyện,2(2-0-1-4),2,3.5,0.7
6009,6009,MSE5101,Cơ sở thiết kế nhà máy gang thép,2(2-1-0-4),2,3,0.7
6010,6010,MSE5113,Công nghệ luyện fero,2(2-0-0-4),2,2,0.7
6011,6011,MSE5117,Thiêu kết và vê viên quặng,3(2-1-1-6),3,4.5,0.7
6012,6012,MSE5118,Luyện thép lò điện,3(3-0-1-6),3,4.5,0.7
6013,6013,MSE5119,Luyện thép lò thổi,2(2-0-0-4),2,2,0.7
6014,6014,MSE5214,Cơ học vật liệu,3(2-1-0-6),3,3,0.7
6015,6015,MSE5215,Cơ học mỏi và phá hủy,2(2-1-0-4),2,3,0.7
6016,6016,MSE5216,Mô phỏng số tối ưu công nghệ tạo hình,3(2-1-0-6),3,3,0.7
6017,6017,MSE5217,Đánh giá độ bền vật liệu,2(2-0-1-4),2,3.5,0.7
6018,6018,MSE5218,Quản lý sản xuất và quản trị nhân lực,2(2-1-0-4),2,3,0.7
6019,6019,MSE5219,Lập dự án xưởng tạo hình vật liệu,2(2-0-0-4),2,2,0.7
6020,6020,MSE5311,Hợp kim hóa và biến tính,2(1-1-1-4),2,3.5,0.7
6021,6021,MSE5312,Vật liệu và hỗn hợp làm khuôn,2(2-0-1-4),2,3.5,0.7
6022,6022,MSE5313,Thiết bị đúc,3(3-0-0-6),3,3,0.7
6023,6023,MSE5314,Vật liệu tổ hợp,3(3-0-1-6),3,4.5,0.7
6024,6024,MSE5315,Đúc đặc biệt,2(2-0-1-4),2,3.5,0.7
6025,6025,MSE5316,Lập dự án thiết kế xưởng đúc,2(2-1-0-6),2,3,0.7
6026,6026,MSE5402,Tái sinh vật liệu kim loại màu,2(2-0-1-4),2,3.5,0.7
6027,6027,EE4224,Hệ thống truyền động thuỷ lực và khí nén,2(2-1-0-4) ,2,3,0.7
6028,6028,EE4344,Kỹ thuật Robot,2(2-1-0-4),2,3,0.75
6029,6029,EE4421,Trang bị điện-điện tử các máy công nghiệp,2(2-1-0-4),2,3,0.7
6030,6030,EE4431,Cơ sở của hệ mờ và mạng nơ ron,2(2-1-0-4),2,3,0.5
6031,6031,EE4160,Tối ưu hóa và ứng dụng trong điều khiển,2(2-1-0-4),2,3,0.5
6032,6032,EE4161,Điều khiển hệ cơ điện tử,2(2-1-0-4),2,3,0.5
6033,6033,EE4163,Điều khiển phi tuyến,3(3-1-0-6),3,4,0.5
6034,6034,EE4252,Thiết kế thiết bị đo,3(3-1-0-6),3,4,0.7
6035,6035,EE4266,Mạng và các giao thức trong IoT,2(2-1-0-4),2,3,0.5
6036,6036,EE4232,Tương thích điện từ (EMC),2(2-1-0-4),2,3,0.5
6037,6037,EE4268,FPGA và ứng dụng,2(2-1-0-4),2,3,0.7
6038,6038,EE4362,Hệ thống điều khiển máy CNC,2(2-1-0-4),2,3,0.7
6039,6039,EE4361,PLC trong điều khiển chuyển động,2(2-1-0-4),2,3,0.7
6040,6040,EE4364,DCS & SCADA,2(2-1-0-4),2,3,0.7
6041,6041,EE4265,Đo lường y sinh,2(2-1-0-4),2,3,0.7
6042,6042,EE4269,Hệ thống quản lý tòa nhà thông minh,2(2-1-0-4),2,3,0.7
6043,6043,EE4259,Học sâu,2(2-1-0-4),2,3,0.5
6044,6044,EE4451,Điều khiển học lặp,2(2-1-0-4),2,3,0.5
6045,6045,EE4165,Hệ thống điều khiển năng lượng tái tạo,2(2-1-0-4),2,3,0.5
6046,6046,EE4271,Công nghệ xử lý nước thải,2(2-1-0-4),2,3,0.5
6047,6047,EE4272,Công nghệ xử lý xử lý rác thải,2(2-1-0-4),2,3,0.7
6048,6048,EE4276,Tự động hóa nhà máy xi măng,2(2-0-0-4),2,2,0.75
6049,6049,EE4277,SCADA cho trạm biến áp,2(2-0-0-4),2,2,0.7
6050,6050,EE4278,Hệ thống đo lường điều khiển nhà máy điện,2(2-0-0-4),2,2,0.7
6051,6051,EE4275,Đo và giám sát môi trường,2(2-0-0-4),2,2,0.7
6052,6052,EE4281,Hệ thống giám sát khí thải nhà máy nhiệt điện,2(2-0-0-4),2,2,0.7
6053,6053,EV4217,Quản lý chất thải rắn,3(3-1-0-6),3,4,0.7
6054,6054,EV4218,Quản lý chất thải nguy hại,2(2-1-0-4),2,3,0.7
6055,6055,EV4536,Dụng cụ và hệ thống TĐH đo trong xử lý môi trường,2(2-1-0-4),2,3,0.7
6056,6056,EV5116,Thực tập chuyên ngành (CNMT),2(0-0-4-8),2,4,0.5
6057,6057,EV5118,Thí nghiệm xử lý chất thải I,2(0-0-4-4),2,6,0.7
6058,6058,EV5119,Quản lý và vận hành hệ thống xử lý chất thải,2(2-0-0-4),2,2,0.7
6059,6059,EV5126,Chuyên đề công nghệ môi trường,2(2-0-0-4),2,2,0.7
6060,6060,EV5127,Nhiên liệu sinh học từ chất thải,2(2-1-0-4),2,3,0.7
6061,6061,IT5xxx,Đồ án tốt nghiệp (KSTN CNTT K55),12(0-0-24-48),12,30,0.5
6062,6062,MSE3215,Phương pháp xử lý và làm giàu quặng,3(3-0-0-6),3,3,0.7
6063,6063,EE4400E,Đồ án thiết kế,3(0-0-6-12),3,6,0.7
6064,6064,TEX5151,Công nghệ sản xuất sợi hóa học,2(2-0-0-4),2,2,0.7
6065,6065,EE5020E,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
6066,6066,EE5010E,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
6067,6067,BF3199,Sinh học tế bào,2(2-0-1-4),2,3.5,0.7
6068,6068,BF3119,Miễn dịch học,2(2-0-0-4),2,2,0.7
6069,6069,BF5133,Kỹ thuật sinh học xử lý nước thải,2(1-2-0-4),2,3,0.7
6070,6070,BF5681,Thực phẩm biến đổi gen,2(2-1-0-4),2,3,0.7
6071,6071,BF5682,Thực phẩm chức năng,2(2-1-0-4),2,3,0.7
6072,6072,BF5331,Quản lý chất lượng toàn diện chuỗi cung ứng TP,2(2-1-0-4),2,3,0.7
6073,6073,JP2131,Tiếng Nhật 6,4(0-8-0-8),4,8,0.7
6074,6074,MSE5160,Công nghệ tiên tiến sản xuất thép và hợp kim,2(2-1-0-4),2,3,0.7
6075,6075,MSE5161,"Ứng dụng gang, thép và hợp kim",2(2-1-0-4),2,3,0.7
6076,6076,MSE5123,Vật liệu chịu lửa,3(3-0-0-6),3,3,0.7
6077,6077,MSE5225,Công nghệ tạo hình vật liệu bột và compozit,3(2-1-0-6),3,3,0.7
6078,6078,MSE5224,Phân tích sai hỏng khi gia công tạo hình vật liệu,2(2-0-0-4),2,2,0.7
6079,6079,MSE5321,Vật liệu cấu trúc nano,3(3-1-0-6),3,4,0.7
6080,6080,MSE5322,Xử lý số liệu thực nghiệm,2(1-2-0-4),2,3,0.7
6081,6081,MSE5323,Hiển vi điện tử,2(2-1-0-4),2,3,0.7
6082,6082,MSE5425,Vật liệu năng lượng,2(2-1-0-4),2,3,0.7
6083,6083,MSE5434,Thiết bị luyện kim màu và luyện kim bột,3(3-1-0-6),3,4,0.7
6084,6084,MSE5423,Chuyên đề về Vật liệu KLM & Compozit,2(1-2-0-4),2,3,0.7
6085,6085,MSE5521,Công nghệ vật liệu bột và compozit,3(3-0-0-6),3,3,0.7
6086,6086,MSE5523,Vật liệu có tính năng đặc biệt,2(2-1-0-4),2,3,0.7
6087,6087,MSE5660,Vật liệu quang điện,2(2-0-0-4),2,2,0.7
6088,6088,MSE5661,Ăn mòn và suy biến vật liệu,2(2-0-0-4),2,2,0.7
6089,6089,MSE5662,Kim loại và hợp kim nhẹ,2(2-1-0-4),2,3,0.7
6090,6090,MSE5663,Ứng dụng hệ keo và sol-gel trong CNVL,2(2-0-0-4),2,2,0.7
6091,6091,MSE5664,Biến dạng dẻo của kim loại và hợp kim ở nhiệt độ cao,2(2-0-1-4),2,3.5,0.7
6092,6092,MSE5231,ĐATK khuôn tạo hình,3(1-3-0-6),3,6,0.7
6093,6093,MSE5331,Đồ án thiết kế công nghệ đúc,3(2-2-0-6),3,6,0.7
6094,6094,MSE5098,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,0.7
6095,6095,MSE5131,Đồ án thiết kế công nghệ sản xuất gang và thép,3(1-4-0-6),3,6,0.7
6096,6096,MSE5099,Đồ án tốt nghiệp,9(0-0-18-36),9,22.5,0.5
6097,6097,MSE5632,ĐATK Công nghệ,3(0-6-0-6),3,6,0.7
6098,6098,MSE5432,Đồ án thiết kế công nghệ luyện kim màu và luyện kim bột,3(0-3-3-6),3,6,0.7
6099,6099,MSE5532,ĐATK Công nghệ nhiệt luyện và xử lý bề mặt,3(2-2-0-6),3,6,0.7
6100,6100,ET4611,Điện tử công suất,2(2-1-0-4),2,3,0.7
6101,6101,ET4041,Kiến trúc máy tính,2(2-0-1-4),2,3.5,0.7
6102,6102,ET4081,Mạng thông tin,2(2-0-1-4),2,3.5,0.7
6103,6103,ET4092,Kỹ thuật siêu cao tần,2(2-1-0-4),2,3,0.7
6104,6104,ET4411,Quy hoạch và quản lý mạng viễn thông,2(2-1-0-4),2,3,0.7
6105,6105,ET4311,Thông tin quang sợi,2(2-1-0-4),2,3,0.7
6106,6106,ET4151,Mạng thông tin hàng không,2(2-1-0-4),2,3,0.7
6107,6107,ET4591,Xử lý ảnh số,2(2-1-0-4),2,3,0.7
6108,6108,ET4730,Đồ họa máy tính,2(2-1-0-4),2,3,0.7
6109,6109,ET5140,Hệ thống thông tin đa phương tiện,2(2-1-0-4),2,3,0.7
6110,6110,ET4740,Thực tại ảo và thực tại tăng cường,2(2-1-0-4),2,3,0.7
6111,6111,ET4720,Xử lý tín hiệu âm thanh,2(2-1-0-4),2,3,0.7
6112,6112,ET4541,Hệ thống thông tin y tế,2(2-1-0-4),2,3,0.7
6113,6113,ET4491,Công nghệ chẩn đoán hình ảnh II,2(2-1-0-4),2,3,0.7
6114,6114,ET4521,Thiết bị điện tử y sinh II,2(2-0-1-4),2,3.5,0.7
6115,6115,ET5580,Quản lý trang thiết bị y tế,3(3-1-0-6),3,4,0.7
6116,6116,ET4531,Y học hạt nhân và kỹ thuật xạ trị,2(2-1-0-4),2,3,0.7
6117,6117,ET4710,Lập trình ứng dụng di động,2(2-1-0-4),2,3,0.7
6118,6118,CH5711,Thí nghiệm tối ưu hóa quá trình in offset,1(0-0-2-2),1,3,0.7
6119,6119,CH5712,Thiết kế dây chuyền sản xuất trong nhà máy in,3(3-1-0-6),3,4,0.7
6120,6120,CH5713,Đồ án thiết kế dây chuyền sản xuất,3(0-6-0-6),3,6,0.5
6121,6121,CH5714,Kiểm soát chất lượng sản phẩm in,2(2-1-0-4),2,3,0.7
6122,6122,CH5715,Thí nghiệm kiểm soát chất lượng sản phẩm in,1(0-0-2-2),1,3,0.7
6123,6123,CH5716,Kỹ thuật in 3D,2(2-1-0-4),2,3,0.7
